"s_no","Company","TypeName","Inches","resolution_width","resolution_height","resolution_category","PPI","is_touch_screen","cpu_brand","cpu_name","cpu_speed","cpu_series","cpu_tier","Ram(Gb)","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight(kg)","Price","price_segment"
778,"Razer","Gaming",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 1060","windows",1.95,154459.0,"ultra_premium"
779,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Pentium Dual Core N4200 ",1.1,"Pentium","Standard",8,"SSD",128,0,"Intel"," HD Graphics 505","windows",2.0,31004.0,"budget"
780,"Dell","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",32,"Hybrid",1024,1024,"Nvidia"," GeForce GTX 1070M","windows",4.42,191211.0,"ultra_premium"
781,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",4.3,125208.0,"premium"
782,"Toshiba","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce 930M","windows",1.47,93986.0,"premium"
783,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Quad Core N3710 ",1.6,"Celeron","Essential",8,"HDD",1024,0,"Intel"," HD Graphics 405","no OS",2.2,17529.0,"budget"
784,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.7,122491.0,"premium"
785,"MSI","Gaming",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",1.6,100752.0,"premium"
786,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.2,58022.0,"upper_mid_range"
787,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",4,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","windows",2.4,53227.0,"upper_mid_range"
788,"Acer","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",4.2,122491.0,"premium"
789,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","windows",2.62,52481.0,"upper_mid_range"
790,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX1060","windows",2.24,71342.0,"upper_mid_range"
791,"Vero","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.22,10811.0,"budget"
792,"Lenovo","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.37,104962.0,"premium"
793,"Lenovo","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon R7 M460","windows",2.08,51096.0,"mid_range"
794,"Apple","Ultrabook",12.0,2304,1440,"2K",226,0,"Intel"," Core M ",1.2,"Other","Uncategorized",8,"Flash storage",512,0,"Intel"," HD Graphics 5300","macos",0.92,62071.0,"upper_mid_range"
795,"Lenovo","2 in 1 Convertible",14.0,2560,1440,"2K",210,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.42,124142.0,"premium"
796,"Asus","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.63,15931.0,"budget"
797,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.95,43157.0,"mid_range"
798,"Lenovo","2 in 1 Convertible",13.9,1920,1080,"Full HD",158,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.38,71875.0,"upper_mid_range"
799,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",8,"SSD",256,0,"AMD"," Radeon R5 M420X","windows",2.0,39374.0,"mid_range"
800,"HP","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," Quadro M2200","windows",3.14,110018.0,"premium"
801,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.37,58555.0,"upper_mid_range"
802,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.29,79867.0,"upper_mid_range"
803,"Dell","Notebook",15.6,3840,2160,"4K",282,1,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","windows",2.06,93187.0,"premium"
804,"Dell","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"SSD",128,0,"Intel"," HD Graphics 505","windows",1.63,39640.0,"mid_range"
805,"HP","Netbook",12.5,1366,768,"HD",125,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.26,74006.0,"upper_mid_range"
806,"Toshiba","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.1,41558.0,"mid_range"
807,"HP","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A12-Series 9700P ",2.5,"A12","Standard",8,"HDD",2048,0,"AMD"," Radeon R7 Graphics","windows",2.04,33513.0,"mid_range"
808,"Dell","Gaming",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 1050 Ti","windows",2.62,89457.0,"premium"
809,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",1024,0,"Nvidia"," GeForce 920M","windows",2.4,32448.0,"mid_range"
810,"HP","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",12,"HDD",1024,0,"AMD"," Radeon RX 580","windows",3.74,93187.0,"premium"
811,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1070","windows",2.9,128671.0,"premium"
812,"Samsung","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",0.81,79867.0,"upper_mid_range"
813,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GT 940MX","windows",1.98,51202.0,"mid_range"
814,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon R5 M420","windows",2.18,42081.0,"mid_range"
815,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.32,99048.0,"premium"
816,"Razer","Ultrabook",12.5,3840,2160,"4K",352,1,"Intel"," Core i7 7500U ",2.5,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.29,95851.0,"premium"
817,"HP","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"Flash storage",16,0,"Intel"," HD Graphics 400","other",1.23,20513.0,"budget"
818,"Dell","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",4.36,133467.0,"premium"
819,"Dell","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",1.76,40226.0,"mid_range"
820,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.1,26102.0,"budget"
821,"Toshiba","Ultrabook",14.0,1366,768,"HD",112,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.25,58075.0,"upper_mid_range"
822,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.13,133147.0,"premium"
823,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","windows",2.4,63883.0,"upper_mid_range"
824,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"Flash storage",256,0,"Intel"," HD Graphics 620","windows",1.13,99900.0,"premium"
825,"Toshiba","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Pentium Dual Core 4405U ",2.1,"Pentium","Standard",4,"SSD",128,0,"Intel"," HD Graphics 510","windows",1.75,26587.0,"budget"
826,"Asus","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.1,72354.0,"upper_mid_range"
827,"Dell","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",1.76,31169.0,"budget"
828,"Acer","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 400","other",1.35,18914.0,"budget"
829,"Acer","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",8,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.5,32980.0,"mid_range"
830,"Razer","Gaming",17.3,3840,2160,"4K",255,1,"Intel"," Core i7 7820HK ",2.9,"Core i7","Elite",32,"SSD",512,0,"Nvidia"," GeForce GTX 1080","windows",3.49,292987.0,"ultra_premium"
831,"Lenovo","Ultrabook",14.0,2560,1440,"2K",210,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.1,111835.0,"premium"
832,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",1024,0,"Nvidia"," GeForce 920","linux",2.1,27652.0,"budget"
833,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.7,63190.0,"upper_mid_range"
834,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.32,87912.0,"premium"
835,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",3.21,147832.0,"premium"
836,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",2.9,128884.0,"premium"
837,"Toshiba","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.0,35644.0,"mid_range"
838,"Lenovo","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Quad Core N3160 ",1.6,"Celeron","Essential",4,"Flash storage",16,0,"Intel"," HD Graphics 400","other",1.5,17316.0,"budget"
839,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",128,0,"Intel"," HD Graphics 620","windows",2.3,31435.0,"budget"
840,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1060","windows",2.73,95851.0,"premium"
841,"Dell","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",32,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1070","windows",4.42,163724.0,"ultra_premium"
842,"HP","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce 930MX","windows",2.63,48485.0,"mid_range"
843,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",128,0,"Intel"," HD Graphics 620","windows",2.18,38041.0,"mid_range"
844,"HP","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.54,99634.0,"premium"
845,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",4,"SSD",256,0,"AMD"," Radeon R5 M420","windows",2.18,39374.0,"mid_range"
846,"HP","2 in 1 Convertible",11.6,1366,768,"HD",135,1,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","other",1.4,32767.0,"mid_range"
847,"Asus","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",512,0,"Nvidia"," GeForce 940M","windows",1.45,54665.0,"upper_mid_range"
848,"HP","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.28,121319.0,"premium"
849,"HP","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.54,78215.0,"upper_mid_range"
850,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"SSD",128,0,"Intel"," HD Graphics 400","no OS",1.86,15931.0,"budget"
851,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",2.1,101179.0,"premium"
852,"Dell","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"AMD"," Radeon R7 M445","linux",2.83,46087.0,"mid_range"
853,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce GT 940MX","windows",1.96,101392.0,"premium"
854,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce GTX 930MX","windows",2.3,41931.0,"mid_range"
855,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.9,50350.0,"mid_range"
856,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 505","windows",2.0,23923.0,"budget"
857,"HP","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.28,136344.0,"premium"
858,"Dell","Notebook",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"HDD",1024,0,"Intel"," HD Graphics 520","windows",1.62,34579.0,"mid_range"
859,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 520","no OS",2.2,24988.0,"budget"
860,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.3,45323.0,"mid_range"
861,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon R7 M465","windows",1.84,71875.0,"upper_mid_range"
862,"Toshiba","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.05,68465.0,"upper_mid_range"
863,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","no OS",2.5,54186.0,"upper_mid_range"
864,"Dell","Ultrabook",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 7660U ",2.5,"Core i7","Elite",16,"SSD",512,0,"Intel"," Iris Plus Graphics 640","windows",1.29,119347.0,"premium"
865,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.07,48485.0,"mid_range"
866,"Toshiba","Ultrabook",13.3,1366,768,"HD",118,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.2,58342.0,"upper_mid_range"
867,"Lenovo","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.37,103896.0,"premium"
868,"Acer","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.56,48059.0,"mid_range"
869,"Dell","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," Quadro M620","windows",2.23,94732.0,"premium"
870,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.38,56210.0,"upper_mid_range"
871,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M430","no OS",2.2,25521.0,"budget"
872,"Toshiba","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.0,73953.0,"upper_mid_range"
873,"Lenovo","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"SSD",180,0,"Intel"," HD Graphics 620","windows",1.44,39161.0,"mid_range"
874,"Samsung","Ultrabook",15.0,1920,1080,"Full HD",147,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",256,0,"Nvidia"," GeForce 940MX","windows",1.23,98515.0,"premium"
875,"Dell","Ultrabook",12.5,1920,1080,"Full HD",176,0,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.6,90043.0,"premium"
876,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 505","linux",2.0,21258.0,"budget"
877,"Xiaomi","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 940MX","windows",1.28,49817.0,"mid_range"
878,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"Hybrid",128,1024,"Nvidia"," GeForce 940MX","windows",2.18,48618.0,"mid_range"
879,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.04,44702.0,"mid_range"
880,"HP","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.28,90576.0,"premium"
881,"HP","2 in 1 Convertible",15.6,1366,768,"HD",100,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.3,36486.0,"mid_range"
882,"Asus","Notebook",14.1,1366,768,"HD",111,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.65,18541.0,"budget"
883,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce 940MX","windows",2.2,35644.0,"mid_range"
884,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N3710 ",1.6,"Pentium","Standard",4,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,19660.0,"budget"
885,"HP","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.28,95851.0,"premium"
886,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M420X","linux",2.18,24280.0,"budget"
887,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",12,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.2,72988.0,"upper_mid_range"
888,"Acer","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 400","other",1.25,15824.0,"budget"
889,"Lenovo","Notebook",17.3,1600,900,"HD",106,0,"AMD"," A4-Series 7210 ",2.2,"A4","Essential",4,"HDD",500,0,"AMD"," Radeon R3","windows",2.8,20193.0,"budget"
890,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.95,67399.0,"upper_mid_range"
891,"HP","2 in 1 Convertible",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.42,74539.0,"upper_mid_range"
892,"Samsung","Ultrabook",15.0,1920,1080,"Full HD",147,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.17,90523.0,"premium"
893,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.32,95851.0,"premium"
894,"MSI","Gaming",17.3,3840,2160,"4K",255,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",512,2048,"Nvidia"," GeForce GTX 1060","windows",2.43,141139.0,"premium"
895,"Toshiba","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.05,78588.0,"upper_mid_range"
896,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050Ti","linux",2.62,49497.0,"mid_range"
897,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce 930MX","windows",2.04,47952.0,"mid_range"
898,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M420X","windows",2.18,32714.0,"mid_range"
